idx,year,sf_num,to_country,performer,song,lyrics,lyrics_eng_translation,lyrics_all_english,lyrics_english,lyrics_english_mix
608,2023,2,San Marino,Piqued Jacks,Like An Animal,"Like An Animal\n\nC'mon, baby, come and find me\nI can smell you like an animal\nBring the party, Aphrodite, and I'll tease you on the dancefloor\n\nYou have, you have snake eyes\nAnd I get, I get butterflies\nYou have, you have snake eyes\nWith your hips, with your sexy look, you paralyse\nAnd I get, I get butterflies\nIn my ears, in my stomach all the time\n\nCome on baby, come and find me\nI can smell you like an animal\nBring the party, Aphrodite, and I'll chase you on the dance floor\nCome on baby, come and find me\nI can smell you like an animal\nBring the party, Aphrodite, and I'll chase you on the dance floor\n\nYou have, you have a biting tongue\nAnd it gets, it gets me so unstrung\nYou have, you have a biting tongue\nTo tie me up and deviate my inner thoughts\nAnd it gets highly dangerous\nLike a drug in my veins, you are poison\n\nCome on baby, come and find me\nI can smell you like an animal\nBring the party, Aphrodite, and I'll chase you on the dance floor\nCome on baby, come and find me\nI can smell you like an animal\nBring the party, Aphrodite, and I'll chase you on the dance floor\n\nCome on baby (I can smell you like an animal)\nCome on baby (I can smell you like an animal)\n\nThe way, she knows the way\nThe way to turn me on\nThe way, she knowѕ the way\nThe wаy to turn me on",,"Like An Animal\n\nC'mon, baby, come and find me\nI can smell you like an animal\nBring the party, Aphrodite, and I'll tease you on the dancefloor\n\nYou have, you have snake eyes\nAnd I get, I get butterflies\nYou have, you have snake eyes\nWith your hips, with your sexy look, you paralyse\nAnd I get, I get butterflies\nIn my ears, in my stomach all the time\n\nCome on baby, come and find me\nI can smell you like an animal\nBring the party, Aphrodite, and I'll chase you on the dance floor\nCome on baby, come and find me\nI can smell you like an animal\nBring the party, Aphrodite, and I'll chase you on the dance floor\n\nYou have, you have a biting tongue\nAnd it gets, it gets me so unstrung\nYou have, you have a biting tongue\nTo tie me up and deviate my inner thoughts\nAnd it gets highly dangerous\nLike a drug in my veins, you are poison\n\nCome on baby, come and find me\nI can smell you like an animal\nBring the party, Aphrodite, and I'll chase you on the dance floor\nCome on baby, come and find me\nI can smell you like an animal\nBring the party, Aphrodite, and I'll chase you on the dance floor\n\nCome on baby (I can smell you like an animal)\nCome on baby (I can smell you like an animal)\n\nThe way, she knows the way\nThe way to turn me on\nThe way, she knowѕ the way\nThe wаy to turn me on",1,0
609,2024,2,Switzerland,Nemo,The Code,"Welcome to the show, let everybody know I'm done playing the game, I'll break out of the chains You better buckle up, I'll pour another cup This is my bohème, so drink it up, my friend
Uh, uhh This story is my truth
I, I went to hell and back to find myself on track I broke the code, oh ohh Like ammonites, I just gave it some time Now I found paradise I broke the code, oh ohh
Let me tell you a tale about life 'Bout the good and the bad, better hold on tight Who decides what's wrong, what's right Everything is balance, everything's light I got so much on my mind and I been awake all night I'm so pumped, I'm so psyched It's bigger than me, I'm getting so hyped, like
Uhh Let me taste the lows and highs Uhh Let me feel that burning fright This story is my truth
I, I went to hell and back to find myself on track I broke the code, oh ohh Like ammonites, I just gave it some time Now I found paradise I broke the code, oh ohh
Somewhere between the 0's and 1's That's where I found my kingdom come My heart beats like a… Somewhere between the 0's and 1's That's where I found my kingdom come My heart beats like a drum
I, I went to hell and back to find myself on track I broke the code, oh ohh Like ammonites, I just gave it some time Now I found parаdiѕe I broke the code, oh ohh",,"Welcome to the show, let everybody know I'm done playing the game, I'll break out of the chains You better buckle up, I'll pour another cup This is my bohème, so drink it up, my friend
Uh, uhh This story is my truth
I, I went to hell and back to find myself on track I broke the code, oh ohh Like ammonites, I just gave it some time Now I found paradise I broke the code, oh ohh
Let me tell you a tale about life 'Bout the good and the bad, better hold on tight Who decides what's wrong, what's right Everything is balance, everything's light I got so much on my mind and I been awake all night I'm so pumped, I'm so psyched It's bigger than me, I'm getting so hyped, like
Uhh Let me taste the lows and highs Uhh Let me feel that burning fright This story is my truth
I, I went to hell and back to find myself on track I broke the code, oh ohh Like ammonites, I just gave it some time Now I found paradise I broke the code, oh ohh
Somewhere between the 0's and 1's That's where I found my kingdom come My heart beats like a… Somewhere between the 0's and 1's That's where I found my kingdom come My heart beats like a drum
I, I went to hell and back to find myself on track I broke the code, oh ohh Like ammonites, I just gave it some time Now I found parаdiѕe I broke the code, oh ohh",1,0
610,2024,1,Croatia,Baby Lasagna,Rim Tim Tagi Dim,"Ay, I'm a big boy now I'm ready to leave, ciao, mama, ciao Ay, I'm a big boy now I'm going away and I sold my cow Before I leave, I must confess I need a round of decompress One more time for all the good times Rim tim tagi digi dim tim tim
Gonna miss you all but mostly the cat Gonna miss my hay, gonna miss my bed Most of all, I'ma miss the dance So come on y'all, let us prance
Now don't call, don't write I'm leavin' with the first light Don't cry, but dance Rim tim tagi digi dim tim tim
There's no going back My presence fades to black Yeah, there's no going back My anxiety attacks Rim tim tagi digi dim tim tagi digi
I hope I find peace in the noise Wanna become one of them city boys They're all so pretty and so advanced Maybe they also know our dance
Bye mom, bye dad Meow, cat, please meow back Don't cry, just dance Rim tim tagi digi dim tim tim
There's no going back My presence fades to black Yeah, there's no going back My anxiety attacks Rim tim tagi digi dim tim tagi digi
There's no going back My presence fades to black There's no going back My anxiety attacks Rim tim tagi digi dim tim tagi digi
There's no going back My presence fades to black Yeah, there's no going back My anxiety attackѕ Rim tim tagi digi dim tim tаgi digi dim",,"Ay, I'm a big boy now I'm ready to leave, ciao, mama, ciao Ay, I'm a big boy now I'm going away and I sold my cow Before I leave, I must confess I need a round of decompress One more time for all the good times Rim tim tagi digi dim tim tim
Gonna miss you all but mostly the cat Gonna miss my hay, gonna miss my bed Most of all, I'ma miss the dance So come on y'all, let us prance
Now don't call, don't write I'm leavin' with the first light Don't cry, but dance Rim tim tagi digi dim tim tim
There's no going back My presence fades to black Yeah, there's no going back My anxiety attacks Rim tim tagi digi dim tim tagi digi
I hope I find peace in the noise Wanna become one of them city boys They're all so pretty and so advanced Maybe they also know our dance
Bye mom, bye dad Meow, cat, please meow back Don't cry, just dance Rim tim tagi digi dim tim tim
There's no going back My presence fades to black Yeah, there's no going back My anxiety attacks Rim tim tagi digi dim tim tagi digi
There's no going back My presence fades to black There's no going back My anxiety attacks Rim tim tagi digi dim tim tagi digi
There's no going back My presence fades to black Yeah, there's no going back My anxiety attackѕ Rim tim tagi digi dim tim tаgi digi dim",1,0
611,2024,1,Ukraine,alyona alyona & Jerry Heil,Teresa & Maria,"Dzhere-dzhere-dzherelo Probyva sobi shliakh Shcho by shcho by ne bulo Svit na yiyi plechakh
Mani-mani-manivtsi Zvyvysti, skeliasti Ale znai: v tvoyiy rutsi Tvoye vlasne shchastia
Davai, mala, palai I'm not holy, I'm alive
Z namy Mama Tereza i Diva Maria Bosi, niby po lezu, ishly po zemli With us mama Teresa, Diva Maria All the Divas were born as human beings
Z namy Mama Tereza i Diva Maria Bosi, niby po lezu, ishly po zemli With us mama Teresa, Diva Maria All the Divas were born as human beings
Navit shche zmalia my shukaly shliakh Ta zhyttia - petlia, niby dlia tykh khto padaie Na svoikh plechakh shche male divcha Nese z boliu chan i vbacha, shcho to vada ye Znovu ne taka, to nadto miaka Odiah na kistkakh, holiaka chy to pid vinets De tvoie dytia? Shcho tvoie zhyttia? Ta roky zh letiat! I zatiam: skoro vzhe kinets I khai khtos khoche aby my zlamalys Khai buva v tobi zariadu Ne po likot, a po palets I khai khtos khova za posmishkoiu Nenavyst i zazdrist Koly ty puskayesh v sertse hniv Dobra y liubovi zamist Ale v nebi ye sviati Yikh nohy bachyly tsyu zemlyu, znayesh Tviy ternystyi shliakh Same tomu ye ne daremno I khai bude duzhe strashno y temno I chasom ne lehko Ta z toboyu zavzhdy budut Z neba sliduvaty predky
Z namy Mama Tereza i Diva Maria Bosi, niby po lezu, ishly po zemli With us mama Teresa, Diva Maria All the Divas were born as human beings
Z namy Mama Tereza i Diva Maria Bosi, niby po lezu, yshly po zemli With us mama Teresa, Diva Maria All the Divas were born as humаn beingѕ","Spri-spri-spring Carves its way No matter what The world is on her shoulders
Pa-pa-path Is winding and rocky But you should know: your own happiness Is in your hands
Come on, little girl, light up I'm not holy, I'm alive
Mother Teresa and Diva Maria are with us Barefoot, as if on a blade, they walked on the ground With us mama Teresa, Diva Maria All the Divas were born as human beings
Mother Teresa and Diva Maria are with us Barefoot, as if on a blade, they walked on the ground With us mama Teresa, Diva Maria All the Divas were born as human beings
Even when we were little, we searched for a path And life is a loop, as if for those who are falling On her shoulders, still a young girl She carries a burden of pain, seeing it as a flaw Again not as she should be, or too tender Clothes on her bones, naked or going down the aisle Where is your child? What is your life? But the years are flying! You should be aware: the end is near And may someone want us to break May there be energy in you Not the elbow-deep, but the finger-deep And may someone hide hatred And envy behind a smile When you let anger into your heart Instead of kindness and love But there are saints in the sky Their feet have seen this earth, you know That's why your thorny Path is not in vain And though it may be very scary and dark And sometimes not easy But you'll always have your ancestors Following you from heaven
Mother Teresa and Diva Maria are with us Barefoot, as if on a blade, they walked on the ground With us mama Teresa, Diva Maria All the Divas were born as human beings
Mother Teresa and Diva Maria are with us Barefoot, as if on a blade, they walked on the ground With us mama Teresa, Diva Maria All the Divas were born as humаn beingѕ","Spri-spri-spring Carves its way No matter what The world is on her shoulders
Pa-pa-path Is winding and rocky But you should know: your own happiness Is in your hands
Come on, little girl, light up I'm not holy, I'm alive
Mother Teresa and Diva Maria are with us Barefoot, as if on a blade, they walked on the ground With us mama Teresa, Diva Maria All the Divas were born as human beings
Mother Teresa and Diva Maria are with us Barefoot, as if on a blade, they walked on the ground With us mama Teresa, Diva Maria All the Divas were born as human beings
Even when we were little, we searched for a path And life is a loop, as if for those who are falling On her shoulders, still a young girl She carries a burden of pain, seeing it as a flaw Again not as she should be, or too tender Clothes on her bones, naked or going down the aisle Where is your child? What is your life? But the years are flying! You should be aware: the end is near And may someone want us to break May there be energy in you Not the elbow-deep, but the finger-deep And may someone hide hatred And envy behind a smile When you let anger into your heart Instead of kindness and love But there are saints in the sky Their feet have seen this earth, you know That's why your thorny Path is not in vain And though it may be very scary and dark And sometimes not easy But you'll always have your ancestors Following you from heaven
Mother Teresa and Diva Maria are with us Barefoot, as if on a blade, they walked on the ground With us mama Teresa, Diva Maria All the Divas were born as human beings
Mother Teresa and Diva Maria are with us Barefoot, as if on a blade, they walked on the ground With us mama Teresa, Diva Maria All the Divas were born as humаn beingѕ",0,1
612,2024,,France,Slimane,Mon amour,"Mon amour Dis-moi à quoi tu penses Si tout ça a un sens Désolé si je te dérange
Mon amour Te souviens-tu de nous ? Du premier rendez-vous ? C'était beau, c'était fou
Je t'aime J'sais pas pourquoi Je rejoue la scène Mais c'est toujours la même fin qui recommence Tu n'entends pas Ma peine, on en fait quoi ? Est-ce que tu m'aimes ou pas ?
Mon amour Je ferai tout ce que je peux Un océan dans le feu L'impossible si tu le veux
Oh Mon amour Allez reviens à Paris Fais-le pour nous je t'en supplie Je le promets j'ai compris
Je t'aime J'sais pas pourquoi Je rejoue la scène Mais c'est toujours la même fin qui recommence Tu n'entends pas Ma peine, on en fait quoi ? Est-ce que tu m'aimes ou pas ?
Dis-moi l'endroit, je t'attendrai Et si tu ne viens pas, je t'attendrai C'est bête je sais, je le ferai Rempli d'espoir je t'attendrai
Je t'aime J'sais pas pourquoi Je rejoue la scène Mais c'est toujours la même fin qui recommence Tu n'entends pas Ma peine, on en fait quoi ? Est-ce que tu m'aimes
Est-ce que tu m'aimes ? Est-ce que tu m'aimes ? Est-ce que tu m'aimes ? Ou pаѕ ?","My love Tell me what's on your mind If all of this makes sense Sorry if I disturb you
My love Do you remember us? Our first meeting? It was beautiful, It was insane
I love you I don't know why I play the scene again But its always the same ending that keeps repeating You don't hear anything What do we do about my pain? Do you love me or not?
My love I'll do all that I can Create an ocean in the fire The impossible if you want me to
Oh my love Please come back to Paris Do it for us, i am begging you I promise, I've learned my lesson
I love you I don't know why I play the scene again But it's always the same ending that keeps repeating You don't hear anything What do we do about my pain? Do you love me or not?
Tell me the place, I'll wait for you And if you don't come, I'll still wait for you I know it's silly, but that's what I'll do Filled with hope, I'll will wait for you
I love you I don't know why I play the scene again But its always the same ending that keepѕ repeating You don't hear anything What do we do about my pаin? Do you love me?
Do you love me? Do you love me? Do you love me? Or not?","My love Tell me what's on your mind If all of this makes sense Sorry if I disturb you
My love Do you remember us? Our first meeting? It was beautiful, It was insane
I love you I don't know why I play the scene again But its always the same ending that keeps repeating You don't hear anything What do we do about my pain? Do you love me or not?
My love I'll do all that I can Create an ocean in the fire The impossible if you want me to
Oh my love Please come back to Paris Do it for us, i am begging you I promise, I've learned my lesson
I love you I don't know why I play the scene again But it's always the same ending that keeps repeating You don't hear anything What do we do about my pain? Do you love me or not?
Tell me the place, I'll wait for you And if you don't come, I'll still wait for you I know it's silly, but that's what I'll do Filled with hope, I'll will wait for you
I love you I don't know why I play the scene again But its always the same ending that keepѕ repeating You don't hear anything What do we do about my pаin? Do you love me?
Do you love me? Do you love me? Do you love me? Or not?",0,0
613,2024,2,Israel,Eden Golan,Hurricane,"Writer of my symphony Play with me Look into my eyes and see People walk away but never say goodbye
Someone stole the moon tonight Took my light Everything is black and white Who's the fool who told you boys don't cry?
Hours and hours, empowers Life is no game but it's ours While the time goes wild
Everyday I'm losing my mind Holding on in this mysterious ride Dancing in the storm I got nothing to hide Take it all and leave the world behind
Baby promise me you'll hold me again I'm still broken from this hurricane This hurricane
Living in a fantasy, ecstasy Everything is meant to be We shall pass but love will never die
Hours and hours, empowers Life is no game but it's ours While the time goes wild
Everyday I'm losing my mind Holding on in this mysterious ride Dancing in the storm I got nothing to hide Take it all and leave the world behind
Baby promise me you'll hold me again I'm still broken from this hurricane This hurricane
This hurricane
לא צריך מילים גדולות Lo tzarich milim gdolot רק תפילות Rak tfilot אפילו אם קשה לראות Afilu im kashe lir'ot תמיד אתה משאיר לי Tamid ata mash'ir li אור אחד קטן Or echad katan","Writer of my symphony Play with me Look into my eyes and see People walk away but never say goodbye
Someone stole the moon tonight Took my light Everything is black and white Who's the fool who told you boys don't cry?
Hours and hours, empowers Life is no game but it's ours While the time goes wild
Everyday I'm losing my mind Holding on in this mysterious ride Dancing in the storm I got nothing to hide Take it all and leave the world behind
Baby promise me you'll hold me again I'm still broken from this hurricane This hurricane
Living in a fantasy, ecstasy Everything is meant to be We shall pass but love will never die
Hours and hours, empowers Life is no game but it's ours While the time goes wild
Everyday I'm losing my mind Holding on in this mysterious ride Dancing in the storm I got nothing to hide Take it all and leave the world behind
Baby promise me you'll hold me again I'm still broken from this hurricane This hurricane
This hurricane
Don't need big words Just prayers Even if it's hard to see You always leаve One ѕingle light","Writer of my symphony Play with me Look into my eyes and see People walk away but never say goodbye
Someone stole the moon tonight Took my light Everything is black and white Who's the fool who told you boys don't cry?
Hours and hours, empowers Life is no game but it's ours While the time goes wild
Everyday I'm losing my mind Holding on in this mysterious ride Dancing in the storm I got nothing to hide Take it all and leave the world behind
Baby promise me you'll hold me again I'm still broken from this hurricane This hurricane
Living in a fantasy, ecstasy Everything is meant to be We shall pass but love will never die
Hours and hours, empowers Life is no game but it's ours While the time goes wild
Everyday I'm losing my mind Holding on in this mysterious ride Dancing in the storm I got nothing to hide Take it all and leave the world behind
Baby promise me you'll hold me again I'm still broken from this hurricane This hurricane
This hurricane
Don't need big words Just prayers Even if it's hard to see You always leаve One ѕingle light",0,1
614,2024,1,Ireland,Bambie Thug,Doomsday Blue,"Avada Kadavra, I speak to destroy The feelings I have I cannot avoid Through twisted tongues a hex deployed on you That all the pretties in your bed escape your hands and make you sad And all the things you wish you had, you lose
I, I, I know you're living a lie I, I, I see the scars in your eyes I, I, I know you're living a lie I, I
I guess you'd rather have a star than the moon I guess I always overestimate you Hoodoo all the things that you do I'm down, down in my doomsday blue
I, I, I know you're living a lie I, I, I know you're living a lie
Avada Kadavra, the thoughts in my head The places I touch when lying in bed The visions of you the words that you said, undo My heartbeat buried in the ground and to the strings I bind you're bound So when you sleep you'll hear my sound
I, I, I know you're living a lie I, I, I see the scars in your eyes I, I, I know you're living a lie I, I
I guess you'd rather have a star than the moon I guess I always overestimate you Hoodoo all the things that you do I'm down, down in my doomsday blue I guess you'd rather have a star than the moon I guess I always overestimate you Hoodoo all the things that you do I'm down, down in my doomsday blue
For your romance I'd beg, steal and borrow It's draining me hollow, you You could slow dance me out of my sorrow But your favourite colour compared to the others is doom Doomsday blue
Blue Blue Blue Blue Avada Kadavra, I speаk to deѕtroy",,"Avada Kadavra, I speak to destroy The feelings I have I cannot avoid Through twisted tongues a hex deployed on you That all the pretties in your bed escape your hands and make you sad And all the things you wish you had, you lose
I, I, I know you're living a lie I, I, I see the scars in your eyes I, I, I know you're living a lie I, I
I guess you'd rather have a star than the moon I guess I always overestimate you Hoodoo all the things that you do I'm down, down in my doomsday blue
I, I, I know you're living a lie I, I, I know you're living a lie
Avada Kadavra, the thoughts in my head The places I touch when lying in bed The visions of you the words that you said, undo My heartbeat buried in the ground and to the strings I bind you're bound So when you sleep you'll hear my sound
I, I, I know you're living a lie I, I, I see the scars in your eyes I, I, I know you're living a lie I, I
I guess you'd rather have a star than the moon I guess I always overestimate you Hoodoo all the things that you do I'm down, down in my doomsday blue I guess you'd rather have a star than the moon I guess I always overestimate you Hoodoo all the things that you do I'm down, down in my doomsday blue
For your romance I'd beg, steal and borrow It's draining me hollow, you You could slow dance me out of my sorrow But your favourite colour compared to the others is doom Doomsday blue
Blue Blue Blue Blue Avada Kadavra, I speаk to deѕtroy",1,0
615,2024,,Italy,Angelina Mango,La noia,"Quanti disegni ho fatto Rimango qui e li guardo Nessuno prende vita Questa pagina è pigra Vado di fretta
E mi hanno detto che la vita è preziosa Io la indosso a testa alta sul collo La mia collana non ha perle di saggezza A me hanno dato le perline colorate Per le bimbe incasinate con i traumi Da snodare piano piano con l'età Eppure sto una Pasqua guarda zero drammi Quasi quasi cambio di nuovo città Che a stare ferma a me mi viene A me mi viene
La noia La noia La noia La noia
Muoio senza morire In questi giorni usati Vivo senza soffrire Non c'è croce più grande Non ci resta che ridere in queste notti bruciate Una corona di spine sarà il dress-code per la mia festa
È la cumbia* della noia È la cumbia della noia Total Ah, è la cumbia della noia La cumbia della noia Total
Quanta gente nelle cose vede il male Viene voglia di scappare come iniziano a parlare E vorrei dirgli che sto bene ma poi mi guardano male Allora dico che è difficile campare Business parli di business Intanto chiudo gli occhi per firmare i contratti Princess ti chiama princess Allora adesso smettila di lavare i piatti
Muoio senza morire In questi giorni usati Vivo senza soffrire Non c'è croce più grande Non ci resta che ridere in queste notti bruciate Una corona di spine sarà il dress-code per la mia festa
È la cumbia della noia È la cumbia della noia Total Ah, è la cumbia della noia La cumbia della noia Total
Allora scrivi canzoni? Si, le canzoni d'amore E non ti voglio annoiare Ma qualcuno le deve cantare Cumbia, ballo la cumbia Se rischio di inciampare almeno fermo la noia Quindi faccio una festa, faccio una festa Perché è l'unico modo per fermare Per fermare Per fermare, ah
La noia La noia La noia La noia
Muoio perché morire Rende i giorni più umani Vivo perché soffrire Fa le gioie più grandi Non ci resta che ridere in queste notti bruciate Una corona di spine Sarà il dress-code per la mia feѕta
È la cumbia della noia È la cumbia della noia Total Ah, è la cumbia della noia La cumbia della noia Total Totаl","How many drawings have I done I'm sittin' here lookin' at them None come to life This page is lazy I'm in a rush
And they told me that life is precious I wear it tall and head high My necklace has no pearls of wisdom They gave me colourful beads For the messed up girls with traumas To be slowly unravelled growing up Nevertheless I'm looking great with zero drama Maybe I'll move cities once again Cause staying still it comes to me It comes to me
The Boredom The Boredom The Boredom The Boredom
I die without dying During these wasted days I live without suffering There is no greater cross All we can do is have a laugh during these scorched nights A crown of thorns will be the dress code for my party
It's the cumbia* of boredom It's the cumbia of boredom Total Ah, it's the cumbia of boredom The cumbia of boredom Total
How many people see evil in things It makes me want to run away as they start talking And I would like to say that I'm fine but then they look at me and scorn So I say it's difficult to make a living Business you talk about business Meanwhile I close my eyes to sign contracts Princess he calls you princess So now stop washing the dishes
I die without dying During these wasted days I live without suffering There is no greater cross All we can do is have a laugh during these scorched nights A crown of thorns will be the dress code for my party
It's the cumbia of boredom It's the cumbia of boredom Total Ah, it's the cumbia of boredom It's the cumbia of boredom Total
So do you write songs? Yes, love songs And I don't want to bore you But someone has to sing them Cumbia, I dance cumbia If I risk tripping at least I'll stop the boredom So I'm having a party, I'm having a party Because it's the only way to stop To stop To stop, ah
The Boredom The Boredom The Boredom The Boredom
I die without dying During these wasted days I live without suffering There is no greater cross All we can do is have a laugh during these scorched nights A crown of thorns Will be the dress code for my party
It's the cumbia of boredom It's the cumbia of boredom Total Ah, it'ѕ the cumbia of boredom The cumbia of boredom Total Totаl","How many drawings have I done I'm sittin' here lookin' at them None come to life This page is lazy I'm in a rush
And they told me that life is precious I wear it tall and head high My necklace has no pearls of wisdom They gave me colourful beads For the messed up girls with traumas To be slowly unravelled growing up Nevertheless I'm looking great with zero drama Maybe I'll move cities once again Cause staying still it comes to me It comes to me
The Boredom The Boredom The Boredom The Boredom
I die without dying During these wasted days I live without suffering There is no greater cross All we can do is have a laugh during these scorched nights A crown of thorns will be the dress code for my party
It's the cumbia* of boredom It's the cumbia of boredom Total Ah, it's the cumbia of boredom The cumbia of boredom Total
How many people see evil in things It makes me want to run away as they start talking And I would like to say that I'm fine but then they look at me and scorn So I say it's difficult to make a living Business you talk about business Meanwhile I close my eyes to sign contracts Princess he calls you princess So now stop washing the dishes
I die without dying During these wasted days I live without suffering There is no greater cross All we can do is have a laugh during these scorched nights A crown of thorns will be the dress code for my party
It's the cumbia of boredom It's the cumbia of boredom Total Ah, it's the cumbia of boredom It's the cumbia of boredom Total
So do you write songs? Yes, love songs And I don't want to bore you But someone has to sing them Cumbia, I dance cumbia If I risk tripping at least I'll stop the boredom So I'm having a party, I'm having a party Because it's the only way to stop To stop To stop, ah
The Boredom The Boredom The Boredom The Boredom
I die without dying During these wasted days I live without suffering There is no greater cross All we can do is have a laugh during these scorched nights A crown of thorns Will be the dress code for my party
It's the cumbia of boredom It's the cumbia of boredom Total Ah, it'ѕ the cumbia of boredom The cumbia of boredom Total Totаl",0,0
616,2024,2,Armenia,Ladaniva,Jako,"La la la…
Indz asum yen. «Jako՛, k'ez khelok' pahi՛ Shat mi՛ khosa Shat sus el mi՛ nsti Hagi՛, bats'i՛, p'aki՛ Aghjka pes k'ez pahi՛» Yes aghjik yem azat Yes kparem, du el nayi՛
La la la…
Ari՛, ari՛, ari՛ du indz miats'i՛ Mek a, mek a, mek a, ov inch' kasi Eli, eli, eli zhamin ch'enk' nayi Heli՛, heli՛, heli՛ boyid matagh Ve՛r katѕ', pari՛
La la lа…","La la la…
They tell me: ""Jako, be humble Don't talk too much Don't stay too quiet Wear this, open this, close that Behave like a girl!"" But I am a free girl So I will dance and you will watch
La la la…
Come, come, come and join me No matter what they ѕay We will forget about the time again Come on, come on, come on my dear Get up and dance
La la lа…","La la la…
They tell me: ""Jako, be humble Don't talk too much Don't stay too quiet Wear this, open this, close that Behave like a girl!"" But I am a free girl So I will dance and you will watch
La la la…
Come, come, come and join me No matter what they ѕay We will forget about the time again Come on, come on, come on my dear Get up and dance
La la lа…",0,0
617,2024,,Sweden,Marcus & Martinus,Unforgettable,"She comes alive at night When her prey's asleep Make your eyes go blind And now you're in too deep
She's gonna chew you up And leave you empty, hollow Then she'll spit you out Anyway I follow
She's gonna hurt you bad But it feels so good I don't care No I don't care
You better know she's dangerous She is unforgettable And it feels so good it hurts She is unforgettable
Whoah
She's unforgettable She's unforgettable She's unforgettable
Her love is venomous It's getting serious
She's gonna chew you up And leave you empty, hollow Then she'll spit you out Anyway I follow
She's gonna hurt you bad But it feels so good I don't care No I don't care
You better know she's dangerous She is unforgettable (unforgettable) And it feels so good it hurts She is unforgettable
Whoah
She's unforgettable She's unforgettable She's unforgettable
Her love Is dangerous And know it It's venomous Cause I feel it Inside of me She's unforgettable
Her love Is dangerous And know it It's venomous Cause I feel it Inside of me
She'ѕ unforgettаble",,"She comes alive at night When her prey's asleep Make your eyes go blind And now you're in too deep
She's gonna chew you up And leave you empty, hollow Then she'll spit you out Anyway I follow
She's gonna hurt you bad But it feels so good I don't care No I don't care
You better know she's dangerous She is unforgettable And it feels so good it hurts She is unforgettable
Whoah
She's unforgettable She's unforgettable She's unforgettable
Her love is venomous It's getting serious
She's gonna chew you up And leave you empty, hollow Then she'll spit you out Anyway I follow
She's gonna hurt you bad But it feels so good I don't care No I don't care
You better know she's dangerous She is unforgettable (unforgettable) And it feels so good it hurts She is unforgettable
Whoah
She's unforgettable She's unforgettable She's unforgettable
Her love Is dangerous And know it It's venomous Cause I feel it Inside of me She's unforgettable
Her love Is dangerous And know it It's venomous Cause I feel it Inside of me
She'ѕ unforgettаble",1,0
618,2024,1,Portugal,Iolanda,Grito,"Ouvi, senti O corpo a carregar Seguimos assim Um e outro Um e outro Um e outro
Sou queda livre Aviso quando lá chegar Entrego-me aqui Pouco a pouco
Passos largos presa na partida Quero largar o que me deixou ferida Peço à estrela mãe que faça o dia Nascer de novo
Transformei cada verso de mim E entregue à coragem Que ainda arde Ainda arde Bate a luz no peito e abre Sou chama que ainda arde Ainda arde Ainda arde
Hoje eu quero provar a mim mesma Que posso ser o que eu quiser Juntar quem me quer bem numa mesa Perdoar quem me quis ver sofrer A mim não me enganam! (Não!) Eu sou todo o tamanho Ainda lembro quando era pequena Eu sonhava primeiro
Passos largos presa na partida Hoje eu largo aquilo que me deixou ferida E peço à estrela mãe que faça o dia Nascer de novo
Transformei cada verso de mim E entregue à coragem Que ainda arde Ainda arde Bate a luz no peito e abre Sou chama que ainda arde Ainda arde Ainda arde
Sou chama que ainda arde Ainda arde Sou chama que ainda arde Ainda arde Arde Arde Arde
Transformei cada verѕo de mim E entregue à coragem Que ainda arde Ainda arde Bate a luz no peito e abre Sou chama que ainda arde Ainda arde Ainda аrde","I heard it, I felt My body carrying me We keep going One and the other One and the other One and the other
I'm free falling I'll let you know when I get there I surrender myself Little by little
Long strides, stuck in the starting line I want to let go of what hurt me I ask the morning star to make the day Rise again
I've transformed every verse within me And given in to the courage That still burns Still burns Beats the light in my chest and opens I'm a flame that still burns Still burns Still burns
Today I want to prove to myself That I can be whatever I want Gather those who love me around a table Forgive those who wanted to see me suffer I can't be fooled (No!) I am whole I still remember when I was little I dreamed first
Long strides, stuck in the starting line I want to let go of what hurt me I ask the morning star to make the day Rise again
I've transformed every verse within me And given in to the courage That still burns Still burns Beats the light in my chest and opens I'm a flame that still burns Still burns Still burns
I'm a flame that still burns Still burns I'm a flame that still burns Still burns It burns It burns It burns
I've transformed every verse within me And given in to the courage That still burns Still burns Beats the light in my chest and opens I'm a flame thаt still burns Still burns Still burnѕ","I heard it, I felt My body carrying me We keep going One and the other One and the other One and the other
I'm free falling I'll let you know when I get there I surrender myself Little by little
Long strides, stuck in the starting line I want to let go of what hurt me I ask the morning star to make the day Rise again
I've transformed every verse within me And given in to the courage That still burns Still burns Beats the light in my chest and opens I'm a flame that still burns Still burns Still burns
Today I want to prove to myself That I can be whatever I want Gather those who love me around a table Forgive those who wanted to see me suffer I can't be fooled (No!) I am whole I still remember when I was little I dreamed first
Long strides, stuck in the starting line I want to let go of what hurt me I ask the morning star to make the day Rise again
I've transformed every verse within me And given in to the courage That still burns Still burns Beats the light in my chest and opens I'm a flame that still burns Still burns Still burns
I'm a flame that still burns Still burns I'm a flame that still burns Still burns It burns It burns It burns
I've transformed every verse within me And given in to the courage That still burns Still burns Beats the light in my chest and opens I'm a flame thаt still burns Still burns Still burnѕ",0,0
